id,state,postal_code,product,user_id,square_ft,high_risk_dog,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,target
8020212024651222990,CA,94107,ho4,-8872341032098178985,,0,true,true,0,1,1,0,35.0,credit,false
3167889827645834622,CA,95060,ho4,-9216243072443095248,,0,false,false,0,30,2,0,20.0,credit,false
-1680374920881271149,CA,94043,ho4,-9189995170753180875,,0,true,false,0,25,1,0,37.0,debit,true
2000045365217435441,CA,94107,ho4,-9118575566060668812,,0,false,false,0,0,1,0,37.0,credit,false
6962152617698211288,CA,94158,ho4,-9131152953302177226,,0,true,false,0,0,1,0,44.0,credit,false
517414215157143966,CA,94583,ho4,-8874402346672393198,,0,true,false,0,15,2,0,44.0,debit,false
26166148104950577,CA,95060,ho4,-8988621453465825246,,0,true,false,0,30,2,0,27.0,credit,false
-5652777840592443644,CA,94301,ho4,-9091307119257403895,,0,true,false,0,20,2,1,32.0,credit,false
5194254167147462146,CA,90006,ho4,-9076712400551249736,,0,true,false,0,10,1,0,21.0,debit,false
-660445063314656543,CA,93036,ho4,-8957798050248114426,,0,true,false,0,5,3,0,25.0,credit,false
-4954082407427006642,CA,95758,ho4,-9084288992030204363,,0,true,false,0,30,2,1,22.0,debit,false
4522847735857563818,CA,92069,ho4,-9080725864404952795,,0,true,false,0,10,2,0,20.0,credit,false
-8109310960957791002,CA,94158,ho4,-8836179264031781281,,0,true,false,0,0,1,0,29.0,credit,false
-1410338638724538302,CA,95608,ho4,-8798786421361604780,,0,false,false,0,30,2,0,32.0,debit,false
-2378637289072568710,CA,91913,ho4,-9146101580137884016,,0,false,false,0,10,2,0,22.0,debit,false
-5344934416386286865,CA,95014,ho4,-9194093299076023568,,0,true,false,0,30,2,0,29.0,credit,false
-3119899941621470854,CA,92692,ho6,-8857458333963823854,1350,0,true,false,0,15,3,0,43.0,credit,false
-4771124227542284853,CA,95128,ho4,-8888015237714764997,,0,true,false,0,30,3,0,28.0,credit,false
1912153371494211016,CA,92054,ho4,-9164367490258522323,,0,true,false,0,4,3,0,20.0,debit,false
-6552150735946546666,CA,92592,ho4,-8818174436767515820,,0,true,false,0,30,4,1,43.0,credit,false
-1852987573333751724,CA,93728,ho4,-8841622894962508717,,0,false,false,0,30,3,0,22.0,debit,false
-8222853153759650194,CA,92019,ho4,-8841693934272341917,,0,true,false,0,15,3,0,27.0,debit,false
750044161619086032,CA,95827,ho4,-8967008321030214628,,0,true,true,0,30,2,0,43.0,credit,false
-5210939355492187889,CA,94107,ho4,-9110621160998077480,,0,true,false,0,1,1,1,37.0,credit,false
-2872514479049541851,CA,91737,ho4,-9216675078095330533,,0,true,false,0,30,2,0,32.0,debit,false
5258588476321284438,CA,92109,ho4,-8930050230924196051,,0,true,false,0,2,2,0,22.0,debit,false
8024960818921768345,CA,94709,ho4,-9025836082310619990,,0,false,false,0,3,1,1,34.0,credit,false
-18134466139847449,CA,90303,ho4,-9124511925027174829,,0,true,false,0,10,3,1,36.0,prepaid,false
-3804315934739096850,CA,90036,ho4,-8987794919202881868,,0,true,false,0,10,1,0,23.0,credit,false
3670503457661449926,CA,94533,ho4,-9130529226534291507,,0,false,false,0,30,3,0,21.0,debit,false
-3934404372874158997,CA,90025,ho4,-9028879848441369992,,0,true,false,0,5,1,2,26.0,credit,false
-8876927916907308314,CA,95051,ho4,-8897152813175997401,,0,true,false,0,30,2,0,51.0,credit,false
5339164638646642726,CA,95616,ho4,-8844478010396055744,,0,true,false,0,30,2,0,29.0,credit,false
-1054198020157041455,CA,92649,ho4,-8986226550605443907,,0,true,false,0,4,1,0,30.0,credit,false
7389340524860328545,CA,94606,ho4,-8982210538671690551,,0,false,false,0,3,2,0,31.0,debit,false
-3656375200148133961,CA,95682,ho4,-9051386018159514172,,0,true,false,0,30,3,0,21.0,credit,false
-2118797655577339181,CA,92831,ho4,-8905011191837756745,,0,false,false,0,20,3,0,22.0,debit,false
3588931175107264509,CA,91316,ho4,-9064605069432592021,,0,false,false,0,15,1,0,36.0,debit,false
7762055376152360310,CA,90230,ho4,-9205668436845538348,,0,true,false,0,2,1,0,23.0,debit,false
4394532810667855389,CA,92127,ho4,-9098895027700803524,,0,false,false,0,10,3,1,32.0,debit,false
8757944058552323893,CA,94133,ho4,-8816029275338537222,,0,true,false,0,0,1,0,23.0,credit,false
-6713461231862371775,CA,90020,ho4,-9028306701921733656,,0,false,false,0,15,1,0,28.0,debit,false
-4921015595231627317,CA,90028,ho4,-9093980877025667846,,0,true,false,0,15,1,0,28.0,debit,false
-9082928894585238199,CA,94536,ho4,-9116431810206473205,,0,true,false,0,15,2,0,30.0,credit,false
2759761681827301348,CA,90230,ho4,-9180027481610554413,,0,true,false,0,4,1,0,23.0,debit,false
-873200659856091525,CA,90291,ho4,-9049255665470054807,,0,false,false,0,2,1,0,25.0,credit,false
8209747784056164224,CA,94610,ho4,-9202789947106866573,,0,true,false,0,4,2,0,35.0,debit,false
6656928280347147412,CA,94040,ho4,-9023416828257825072,,0,true,false,0,25,1,0,30.0,credit,false
-8489549729599971660,CA,94115,ho4,-9209923749055647301,,0,true,false,0,2,1,0,33.0,credit,false
-2702461971733265694,CA,94109,ho4,-9129558723265147356,,0,false,false,0,2,1,1,23.0,credit,false
1528414985829476784,CA,92123,ho4,-8854009327743718160,,0,false,false,0,10,2,0,33.0,debit,false
-1222301882499535716,CA,92504,ho4,-8976072029418238248,,0,true,false,0,30,2,0,39.0,debit,false
-3055687201118716394,CA,94043,ho4,-8863250260629763392,,0,true,false,0,25,1,0,26.0,credit,false
5189472946104330958,CA,95051,ho4,-9110014435290903319,,0,true,false,0,30,2,0,25.0,debit,false
-3514367360153513137,CA,91405,ho4,-9064913970675048105,,0,false,false,0,20,1,1,30.0,credit,false
8805713818525621635,CA,92115,ho4,-9047534816099453542,,0,false,false,0,10,2,1,25.0,debit,false
8921725187897380432,CA,94102,ho4,-9127360021528060392,,0,true,false,0,2,1,0,28.0,credit,false
925747078838420052,CA,92614,ho6,-9175479023510777347,1604,0,true,true,0,10,2,1,35.0,credit,false
-4544770537342852194,CA,94590,ho4,-8998544915943392922,,0,true,false,0,20,2,0,46.0,debit,false
-3231549857281298532,CA,92374,ho4,-9019824831483156391,,0,true,true,0,30,2,0,22.0,credit,false
-8319279586888861849,CA,92107,ho4,-9003383686161837183,,0,true,false,0,0,2,0,25.0,debit,false
-1118210385986164712,CA,91607,ho4,-8799967938292725581,,0,true,false,0,15,1,0,22.0,debit,false
-8839623686870155700,CA,94301,ho4,-9158771633674084441,,0,true,true,0,20,2,0,43.0,credit,false
3820314958133359808,CA,94158,ho4,-9125016258864979352,,0,false,false,0,0,1,0,34.0,credit,false
-3367645884261066864,CA,95616,ho4,-8974681972931690457,,0,true,false,0,30,2,0,19.0,credit,false
-1419698044679579754,CA,94109,ho4,-9149163392724608981,,0,false,true,0,1,1,4,33.0,debit,false
-278977159940564604,CA,90813,ho4,-8960495799092624796,,0,true,false,0,2,2,0,27.0,debit,false
2349016004321360550,CA,92054,ho4,-8847342122558235403,,0,true,false,0,2,3,0,31.0,debit,false
4043165717232949937,CA,93940,ho4,-8965744824262201121,,0,true,false,0,30,2,0,33.0,credit,false
-9151323044744433251,CA,94582,ho4,-8888115509521397623,,0,true,true,0,20,2,0,38.0,credit,false
7382304432199263382,CA,94611,ho4,-8976615487572315393,,0,true,true,0,3,2,0,26.0,credit,false
812303447759474813,CA,93065,ho4,-9030289821506309977,,0,true,false,0,25,4,0,23.0,debit,false
-8905853361670076711,CA,92240,ho4,-9049947211266844645,,0,false,false,0,30,5,0,24.0,debit,false
-7363726212227159357,CA,94612,ho4,-8861366855928821619,,0,true,false,0,2,2,1,27.0,credit,false
3560675394508989887,CA,91405,ho4,-9082337113045744379,,0,true,false,0,20,1,1,33.0,credit,false
657623939373400140,CA,94114,ho4,-9125617716143074347,,0,false,false,0,2,1,1,25.0,credit,false
7738311033941409097,CA,94158,ho4,-9095327605458986540,,0,true,false,0,0,1,1,28.0,credit,false
5158485562380489838,CA,92104,ho6,-9198014272499051343,840,0,true,true,0,4,2,1,38.0,debit,false
5310126034490876607,CA,95928,ho4,-9071783522920477583,,0,true,false,0,30,3,0,49.0,credit,false
659943005511403291,CA,94606,ho4,-8821608995370645288,,0,true,false,0,2,2,0,31.0,debit,false
-691393643151779464,CA,92595,ho4,-8911814753191749605,,0,true,false,0,30,3,0,52.0,debit,false
-999394177154308234,CA,94110,ho4,-9056640681575034433,,0,true,false,0,2,1,0,23.0,credit,false
-5657603603428457549,CA,94109,ho4,-9130078085991884307,,0,true,false,0,2,1,1,20.0,debit,false
-4298778277182622144,CA,91803,ho4,-8913196688931113730,,0,true,false,0,20,3,0,22.0,credit,false
472304709467615096,CA,90019,ho4,-9078897633096639254,,0,true,false,0,10,1,0,46.0,debit,false
-8867670158742704689,CA,92653,ho4,-8983356791406097624,,0,true,false,0,10,3,0,38.0,debit,false
-3861404997173119196,CA,90292,ho4,-9105401769960953872,,0,true,false,0,0,3,1,26.0,debit,false
7595556136662078084,CA,93662,ho4,-9201021989915445521,,0,true,false,0,30,3,0,41.0,debit,false
-3277401281598053366,CA,94103,ho4,-9023547300555205479,,0,true,false,0,1,1,0,37.0,debit,true
-138198881442909516,CA,92154,ho4,-9185338239635916228,,0,true,false,0,3,2,0,18.0,debit,false
-2191783700028728889,CA,91335,ho4,-9075578475094798937,,0,false,false,0,20,1,0,38.0,debit,false
-530079639683668182,CA,94123,ho4,-8967062020202456753,,0,true,false,0,0,1,0,22.0,credit,false
5416573691886421534,CA,92802,ho4,-9194878366327887947,,0,true,false,0,15,1,0,25.0,debit,false
-5132124345440287232,CA,95134,ho4,-9202122983438133027,,0,true,false,0,30,3,0,29.0,credit,false
5881005732352184779,CA,92868,ho4,-9127938640162477491,,0,true,false,0,15,2,1,37.0,credit,false
-383260494174746486,CA,94115,ho4,-9184717888009136388,,0,true,false,0,2,1,0,25.0,credit,false
6416830318658532098,CA,90027,ho4,-8869779260948708754,,0,true,false,0,15,1,0,33.0,credit,false
4654082783918378605,CA,94550,ho4,-8961504582232914024,,0,true,false,0,25,3,1,25.0,debit,false
5562008668459345591,CA,92374,ho4,-9179413402915096473,,0,true,false,0,30,2,0,22.0,credit,false
-3017595306386294487,CA,94110,ho4,-9197336540916197610,,0,true,false,0,2,1,1,28.0,credit,false
8645745964812584389,CA,92075,ho4,-9019647061935571723,,0,false,false,0,1,1,1,25.0,debit,false
2455580744477273929,CA,92648,ho4,-8813841208078411271,,0,true,false,0,10,1,0,21.0,debit,false
2471347462298883555,CA,95054,ho4,-8901387297230288890,,0,true,false,0,30,2,0,30.0,credit,false
-551898128941835459,CA,94086,ho4,-9036355302522901280,,0,true,false,0,30,2,0,49.0,credit,false
2314681782577418659,CA,91942,ho4,-8984525681439864037,,0,true,false,0,10,1,0,28.0,credit,false
7258926704978677638,CA,91354,ho4,-9017178388699281085,,0,true,false,0,30,4,0,28.0,credit,false
2510233665733437880,CA,91411,ho4,-9090816168735926120,,0,true,false,0,15,1,1,37.0,debit,false
6991239435104355791,CA,90057,ho4,-8799170845360076998,,0,true,true,0,15,1,1,31.0,debit,false
-5830475044802704628,CA,94061,ho4,-9175209176219833374,,0,true,false,0,20,2,0,28.0,credit,false
-3594066937689883532,CA,94133,ho4,-9042865765705001244,,0,true,false,0,1,1,0,23.0,credit,false
3229957993835659546,CA,94806,ho4,-8967287887915662418,,0,true,true,0,5,2,0,39.0,debit,false
1492077175043650414,CA,90006,ho4,-9127332504252332654,,0,true,false,0,10,1,0,22.0,debit,false
-1441186893769442234,CA,91387,ho4,-8800235265123417261,,0,true,false,0,30,2,0,19.0,debit,false
4582749301056133699,CA,94704,ho4,-9103546779796337871,,0,true,false,0,3,1,1,24.0,credit,false
-3888770303507211226,CA,92626,ho4,-8915158069487094172,,0,false,false,0,5,2,0,28.0,credit,false
-6697479085146804105,CA,93536,ho4,-9086117077230118709,,0,true,false,0,30,2,0,34.0,credit,false
-5559548583592310257,CA,92647,ho4,-9001844437755278175,,0,true,false,0,10,1,0,31.0,debit,false
1753481731445900591,CA,94709,ho4,-8860836089802851550,,0,true,false,0,3,1,0,23.0,debit,false
-149864536673299677,CA,92115,ho4,-9098977078573854983,,0,true,false,0,10,2,0,55.0,debit,false
9042159926924836721,CA,94583,ho4,-8918891988943510847,,0,true,false,0,20,2,0,52.0,debit,false
-3355499947575926289,CA,94403,ho4,-9216952769398468136,,0,true,true,0,15,2,0,26.0,credit,false
1921649324653103348,CA,90401,ho4,-9162059496178015796,,0,true,false,0,4,1,0,47.0,credit,false
-1574257138096202097,CA,94043,ho4,-8918503215733153040,,0,true,false,0,25,1,0,30.0,credit,false
1137928701207401125,CA,94107,ho4,-9147606479639138970,,0,true,false,0,1,1,0,25.0,credit,false
5750912101902206362,CA,94109,ho4,-9171256702866759695,,0,true,false,0,1,1,0,24.0,credit,false
1022786331693867600,CA,90024,ho4,-8855310419783717825,,0,true,false,0,10,1,0,21.0,credit,false
-1297330556905396234,CA,93117,ho4,-9028058982731016783,,0,true,false,0,30,5,1,21.0,debit,false
-5339380716282972349,CA,90015,ho4,-8984229898009521511,,0,true,false,0,15,1,0,35.0,credit,false
1903825402825743522,CA,92110,ho4,-8833947565352301855,,0,true,false,0,1,2,0,24.0,credit,false
-4277170321612129511,CA,94117,ho4,-8852208107422479358,,0,true,false,0,2,1,0,29.0,debit,false
-5627061004626926956,CA,90502,ho4,-9160114082973522609,,0,true,false,0,10,2,0,32.0,debit,false
7934893187991425759,CA,91767,ho4,-9117903853310697644,,0,false,false,0,30,3,0,25.0,debit,false
4645800491154115810,CA,94043,ho4,-8936118479202651843,,0,false,false,0,25,1,0,32.0,credit,false
3683156229166769389,CA,94080,ho4,-8999331745400416960,,0,true,false,0,4,3,0,47.0,debit,false
-2702176362536019742,CA,92108,ho4,-9089778731775665451,,0,true,true,0,4,2,0,23.0,debit,false
4174993968623047374,CA,94063,ho4,-8942637398403763440,,0,true,false,0,15,2,1,34.0,credit,false
-3518949030058286883,CA,91325,ho4,-8825942772687676028,,0,false,false,0,20,1,0,21.0,debit,false
2188737209134545092,CA,94109,ho4,-8827680368244361501,,0,true,false,0,1,1,1,25.0,credit,false
-8345334056421719022,CA,94103,ho4,-9056170034077046097,,0,true,false,0,0,1,0,24.0,credit,false
-7452759842697464919,CA,95123,ho4,-9147671760527926682,,0,true,true,0,30,3,1,34.0,credit,false
2497362367695372826,CA,91803,ho4,-8913196688931113730,,0,true,false,0,20,3,1,23.0,credit,false
-7830954167315304641,CA,95003,ho4,-9171789635895590102,,0,true,true,0,30,2,1,47.0,credit,false
3534688789721390521,CA,95132,ho4,-9009828546553767007,,0,true,false,0,30,3,0,28.0,debit,false
-5113829187992439256,CA,94534,ho4,-8875866793793890351,,0,true,false,0,30,3,0,41.0,credit,false
4965527511535469178,CA,95758,ho4,-8927713810937818199,,0,false,false,0,30,2,0,33.0,debit,false
-8879020895553926336,CA,94608,ho4,-8900795376855588138,,0,false,false,0,2,2,0,27.0,debit,false
2547226091935110861,CA,95050,ho4,-8987538149614543512,,0,false,false,,30,2,0,,debit,false
1293453980949299766,CA,95125,ho4,-9221256442835075242,,0,true,false,0,30,3,1,27.0,credit,false
-3711746225657582385,CA,92604,ho4,-9144531097078681621,,0,false,false,0,10,2,0,30.0,debit,false
-999834873647841345,CA,90010,ho4,-9105349445221733519,,0,true,true,0,10,1,0,32.0,credit,false
-5707752466874163800,CA,94105,ho4,-9104069766573591770,,0,false,false,0,0,1,0,23.0,credit,false
-8535406701584527477,CA,94158,ho4,-9096791426477800138,,0,true,false,0,0,1,1,28.0,debit,false
6965094870243396631,CA,91403,ho4,-9170027986009382010,,0,true,false,0,15,1,0,38.0,credit,false
2737625524765859295,CA,92626,ho4,-8857256370445843965,,0,false,false,0,5,2,0,28.0,credit,false
-3798321115116601093,CA,90066,ho4,-9152678441628156487,,0,true,false,0,2,1,0,28.0,debit,false
8142570569967574177,CA,94538,ho4,-9025660521632967158,,0,false,false,0,20,2,0,29.0,credit,false
-593384931678293635,CA,95348,ho4,-8815596449880210908,,0,true,true,0,30,2,0,40.0,debit,false
1513014648730565209,CA,92056,ho4,-8927281555601783420,,0,true,false,0,4,3,1,20.0,credit,false
2874693894484665907,CA,92058,ho4,-9100127099386716496,,0,false,false,0,5,3,1,23.0,debit,false
5381547577738500679,CA,94133,ho4,-8927622917264458031,,0,true,false,0,0,1,1,29.0,credit,false
5832233717195796112,CA,95355,ho4,-9086213164290281728,,0,true,false,0,30,2,0,46.0,credit,false
-4033380027769513566,CA,90020,ho4,-9053020557494047631,,0,true,false,0,15,1,0,23.0,credit,false
-7855938586450145251,CA,90036,ho4,-9004546459975501564,,0,true,false,0,10,1,0,26.0,credit,false
6046113499309782461,CA,94108,ho4,-9143553858195759367,,0,false,false,0,2,1,1,36.0,credit,false
5824175991617293463,CA,95129,ho4,-8820941822044277536,,0,true,false,0,30,3,0,36.0,credit,false
2363801493019503924,CA,90032,ho4,-9182839805003136371,,0,true,false,0,20,1,0,24.0,credit,false
1667038834255726043,CA,90015,ho4,-9089997104316349150,,0,true,false,0,15,1,0,51.0,credit,false
-2722139674849050088,CA,94114,ho4,-9197336540916197610,,0,true,false,0,3,1,0,28.0,credit,false
4133009486523778728,CA,90012,ho4,-8852378273803599092,,0,true,false,0,15,1,0,27.0,credit,false
-8404331010331755091,CA,92130,ho4,-8997555137782525831,,0,true,false,0,3,2,0,54.0,debit,false
1203512884205954074,CA,92649,ho4,-9098328295191043064,,0,false,false,0,3,1,0,30.0,credit,false
-5727034920328870855,CA,95678,ho4,-8921185906890306881,,0,true,false,0,30,2,0,28.0,debit,false
-4052814817198516257,CA,94619,ho4,-8855390746189369577,,0,true,false,0,4,2,0,47.0,debit,false
-6429187812331151456,CA,92069,ho4,-8869340074374766000,,0,true,false,0,10,2,0,38.0,debit,false
-8352530794937497371,CA,95134,ho4,-9108554755357583323,,0,true,false,0,25,3,0,29.0,credit,false
-178094869962136912,CA,94130,ho4,-9015528682995917150,,0,false,true,0,2,1,1,33.0,credit,false
2384116936434564733,CA,91101,ho4,-8914097890356306049,,0,true,false,0,25,1,0,34.0,debit,false
-4505677147443094855,CA,92116,ho4,-8953161204386009672,,0,true,true,0,4,2,0,37.0,debit,false
-4244118309167559626,CA,94040,ho4,-9183293275859027852,,0,true,false,0,25,1,0,76.0,debit,false
5738525621134391840,CA,92103,ho4,-9195395446422219192,,0,true,false,0,2,2,0,23.0,credit,false
-4827365827588514048,CA,90017,ho4,-8941536692617445859,,0,true,false,0,15,1,1,27.0,credit,false
-5063235665896574607,CA,94086,ho4,-9044452005853779058,,0,true,false,0,30,2,1,25.0,credit,false
-2288821456961114969,CA,93561,ho4,-8982847131348977326,,0,true,false,0,30,3,1,28.0,debit,false
-2178869420081993881,CA,90017,ho4,-9013155889212774111,,0,true,false,0,15,1,0,31.0,credit,false
-2556735101623641701,CA,92677,ho4,-9115281768646050506,,0,true,false,0,10,2,1,51.0,credit,false
-1445226016953169444,CA,95136,ho4,-8982573510514318316,,0,true,false,0,30,3,0,21.0,debit,false
7028324559614535600,CA,90063,ho4,-8915242087504684885,,0,true,false,0,20,2,0,41.0,credit,false
9111572246366396157,CA,95355,ho4,-8823571717576369402,,0,true,false,0,30,2,0,28.0,credit,false
1950043643782042237,CA,94110,ho4,-9149163392724608981,,0,false,false,0,2,1,3,33.0,debit,false
-1008910911436560405,CA,95126,ho4,-8971731536922810066,,0,true,false,0,30,3,0,61.0,debit,false
-6749095738552983699,CA,90017,ho4,-9139339345002868145,,0,true,false,0,15,1,0,28.0,debit,false
-5921560642636948128,CA,92374,ho4,-9007693299370604200,,0,true,false,0,30,2,2,28.0,debit,false
-3121473421927780222,CA,94609,ho4,-8823193745585534501,,0,false,false,0,2,2,1,27.0,credit,false
-4904532799351683394,CA,91302,ho4,-9107617262474344671,,0,true,false,0,20,4,0,54.0,debit,false
2078596699591527887,CA,91387,ho4,-9153692232923390242,,0,false,false,0,30,4,1,23.0,credit,false
2612821417530168933,CA,90068,ho4,-8899605774272556567,,0,true,false,0,15,1,0,22.0,debit,false
6202736215643583671,CA,95826,ho4,-9194425457807948434,,0,false,false,0,30,2,1,19.0,credit,false
9149769343906632277,CA,91730,ho4,-9159762260584844440,,0,true,false,0,30,2,1,32.0,debit,false
2270186508656513784,CA,94501,ho4,-9025645252505147010,,0,true,false,0,0,1,1,34.0,credit,false
-2865426474055623731,CA,95032,ho4,-8814804258385328148,,0,false,false,0,30,2,0,37.0,debit,false
6189272146660624113,CA,91324,ho4,-9029485968768982284,,0,true,true,0,20,1,0,29.0,debit,false
7000191315687466340,CA,91740,ho4,-9206418954716779524,,0,true,false,0,30,3,0,22.0,debit,false
-3211567061610229525,CA,95959,ho4,-8876534313564762527,,0,true,false,0,30,3,1,18.0,debit,false
-2286539103722935191,CA,91106,ho4,-9117076467509890417,,0,true,true,0,25,1,0,27.0,credit,false
976867368700136354,CA,91786,ho4,-9014657690167764706,,0,true,false,0,30,2,0,20.0,debit,false
8364820246456524552,CA,92656,ho4,-8936566395679897744,,0,true,true,0,10,2,1,31.0,credit,false
7704280357139934121,CA,92660,ho4,-8929696875706929361,,0,true,false,0,2,2,0,34.0,credit,false
2292694327243773931,CA,92083,ho4,-8940590390800286677,,0,true,true,0,10,2,0,27.0,debit,false
4822368512805485589,CA,90034,ho4,-9074519991520055174,,0,true,false,0,10,1,0,28.0,credit,false
-5748641950828713129,CA,90220,ho4,-9043628626292385629,,0,true,false,0,10,3,0,28.0,debit,true
-5629704250548914425,CA,92782,ho4,-9188001414417659084,,0,false,false,0,10,3,0,29.0,credit,false
2296921137107515898,CA,92620,ho4,-9211741613096533589,,0,true,false,0,15,3,0,26.0,debit,false
5413133145174006068,CA,94110,ho4,-8821507851538007775,,0,true,false,0,2,1,0,47.0,debit,false
6772583342034217861,CA,92883,ho4,-8955154575739972649,,0,true,true,0,25,2,0,40.0,debit,false
9164408916925386666,CA,94133,ho4,-8871837682743690413,,0,true,false,0,0,1,1,20.0,credit,false
1600207499662929905,CA,91303,ho4,-8840983895012101094,,0,true,false,0,20,1,1,45.0,debit,true
4816795615365226529,CA,92122,ho4,-9059385295598908794,,0,true,false,0,10,2,0,21.0,credit,false
-5472700000762484910,CA,91602,ho4,-9120868339264352994,,0,true,false,0,15,1,1,35.0,debit,false
-3602379883597286426,CA,93215,ho6,-8857450800683305801,1023,0,false,false,0,30,3,1,31.0,credit,false
4395221715484507556,CA,94010,ho4,-8944381487503146816,,0,true,false,0,10,3,0,39.0,credit,false
1933513062987478238,CA,94703,ho4,-9079451675780415493,,0,true,false,0,2,1,0,26.0,debit,false
1725301799301793783,CA,94114,ho4,-8944398610536622067,,0,false,false,0,2,1,0,50.0,credit,false
-1210377222800720693,CA,90039,ho4,-9064712364172107869,,0,false,false,0,15,1,0,32.0,debit,false
-2458032689172446208,CA,90014,ho4,-8969065084471956907,,0,true,false,0,15,1,0,49.0,debit,false
8628360564439821062,CA,92840,ho4,-8886518241887011811,,0,true,false,0,10,2,0,35.0,debit,false
8071703611371140211,CA,94131,ho4,-9173271664135676865,,0,true,true,0,3,1,0,38.0,debit,false
-2563495498686286301,CA,94565,ho4,-9013285866369364154,,0,false,false,0,25,3,1,29.0,credit,false
-8759837802091469634,CA,94085,ho4,-8932219318135902487,,0,false,false,0,25,2,0,29.0,credit,false
-1724389932781543982,CA,95123,ho4,-9028813958433310248,,0,true,false,0,30,3,1,41.0,credit,false
-4148990709039437554,CA,94103,ho4,-9132840167601189739,,0,true,false,0,1,1,2,24.0,credit,false
-5099448686924915158,CA,95051,ho4,-9042339185438712041,,0,true,false,0,30,2,0,35.0,credit,false
-1172201848255534715,CA,95134,ho4,-8804413845722833803,,0,true,false,0,25,3,0,30.0,debit,false
-2735959691760674387,CA,94115,ho4,-8902079205675895333,,0,true,false,0,3,1,0,27.0,debit,false
5669388762507993176,CA,94123,ho4,-8927973399053325532,,0,false,true,0,0,1,1,29.0,credit,false
721435804601133873,CA,94404,ho4,-8873891374334374021,,0,true,false,0,15,2,0,36.0,credit,false
-3972216378167126460,CA,95035,ho4,-9201763324651886428,,0,true,false,0,25,2,0,35.0,credit,false
-6284857968459540025,CA,91436,ho4,-9156319893013780191,,0,true,true,0,15,1,0,25.0,credit,false
2401073209011483369,CA,94107,ho4,-9079227221346482194,,0,true,false,0,0,1,0,30.0,debit,false
3139834322255343591,CA,90019,ho4,-8798348333352958902,,0,true,false,0,10,1,0,25.0,credit,false
4397756506095335863,CA,94109,ho4,-9118496966198876719,,0,true,false,0,1,1,1,22.0,debit,false
344449703160983655,CA,94587,ho4,-8919814741655352500,,0,true,false,0,15,2,1,38.0,credit,false
8286635946761644807,CA,92591,ho4,-9062336848001158846,,0,true,false,0,30,4,0,47.0,credit,false
-8431201175548918006,CA,92117,ho4,-8993541479492253395,,0,true,false,0,4,2,1,34.0,credit,false
6863100762950366877,CA,92108,ho4,-8937356201725655106,,0,true,false,0,4,2,3,38.0,credit,false
1832654136261156789,CA,92627,ho4,-8956182775454603698,,0,true,true,0,4,2,1,34.0,credit,false
2331870520343155948,CA,92116,ho4,-9074730348481478797,,0,true,true,0,5,2,0,34.0,debit,false
7616426841555735053,CA,95125,ho4,-9202914846263197737,,0,true,true,0,30,3,0,33.0,credit,false
1075587197006931320,CA,91773,ho4,-8818775812846660028,,0,true,false,0,30,3,1,28.0,debit,false
-7372522113097730378,CA,90292,ho4,-9029232537690249745,,0,true,false,0,1,3,2,34.0,credit,false
2173970282188015807,CA,90046,ho4,-8862636247796419367,,0,true,false,0,10,2,1,99.0,credit,false
-439152770160952693,CA,90020,ho4,-9197651978509886837,,0,true,false,0,10,1,1,32.0,debit,false
-1399013779096442944,CA,94025,ho4,-9082707315612034172,,0,true,false,0,20,2,0,26.0,credit,false
-3467808149126695330,CA,95811,ho4,-8987955757525724632,,0,true,false,0,30,2,0,27.0,debit,false
-4737622669399744580,CA,94117,ho4,-9219526361133470146,,0,false,false,0,3,1,1,,credit,false
-1688197397991782656,CA,92324,ho4,-9128927337406162788,,0,true,true,0,30,3,0,21.0,debit,false
3551978943478945457,CA,95825,ho4,-9169791902091826699,,0,false,false,0,30,2,0,18.0,debit,false
6206877486611735462,CA,92374,ho4,-9007693299370604200,,0,false,false,0,30,2,1,28.0,debit,false
8890599060363970909,CA,90803,ho4,-8838526447231715834,,0,true,false,0,2,2,0,24.0,debit,false
4859233315583845847,CA,93405,ho4,-8965019560077561219,,0,true,false,0,15,2,0,19.0,credit,false
-4586766838229155735,CA,91101,ho4,-8887645458424570190,,0,true,false,0,25,1,0,20.0,debit,false
6261972097328320361,CA,92120,ho4,-9139823752970022226,,0,true,false,0,10,2,1,27.0,credit,false
3384388111929489374,CA,90401,ho4,-8991031193099512483,,0,true,true,0,5,1,0,21.0,credit,false
-2504805005641530192,CA,94117,ho4,-8936332421789533785,,0,false,false,0,3,1,0,30.0,credit,false
1599503441524077716,CA,95050,ho4,-8833381071434057108,,0,true,false,0,30,2,1,36.0,debit,false
-5995944472332556314,CA,94538,ho4,-8831550072922436091,,0,true,false,0,20,2,0,37.0,credit,false
-8139854430897010047,CA,90027,ho4,-8853871223910104835,,0,true,false,0,15,1,1,23.0,debit,false
-58474945949408101,CA,94501,ho4,-8833183596469587284,,0,true,false,0,1,1,1,30.0,debit,false
3335672217058305004,CA,91387,ho3,-8928442282591883967,2939,0,true,true,0,30,4,1,44.0,debit,false
-4219404646040525300,CA,94089,ho4,-9088719828782371182,,0,true,false,0,25,2,1,33.0,debit,false
-6336026279641476151,CA,94565,ho4,-8975619270053539055,,0,true,true,0,25,3,0,26.0,debit,false
